__source_name,__source_id,city_raw
extracted_desc_adzuna_datajobs_2025.csv,5564,Geelong Region
extracted_desc_adzuna_datajobs_2025.csv,5568,Hervey Bay Region
extracted_desc_adzuna_datajobs_2025.csv,5573,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5580,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5591,Darwin Region
extracted_desc_adzuna_datajobs_2025.csv,5599,Chullora
extracted_desc_adzuna_datajobs_2025.csv,5604,Sutherland Area
extracted_desc_adzuna_datajobs_2025.csv,5606,Cairns Region
extracted_desc_adzuna_datajobs_2025.csv,5613,Bunglegumbie
extracted_desc_adzuna_datajobs_2025.csv,5615,Gold Coast Region
extracted_desc_adzuna_datajobs_2025.csv,5618,Mona Mona
extracted_desc_adzuna_datajobs_2025.csv,5619,Millmerran Woods
extracted_desc_adzuna_datajobs_2025.csv,5620,Wollongong Area
extracted_desc_adzuna_datajobs_2025.csv,5640,Hobart Region
extracted_desc_adzuna_datajobs_2025.csv,5641,Alice Springs Area
extracted_desc_adzuna_datajobs_2025.csv,5648,Herdsman
extracted_desc_adzuna_datajobs_2025.csv,5652,Logan Area
extracted_desc_adzuna_datajobs_2025.csv,5656,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5662,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5663,Bunbury Area
extracted_desc_adzuna_datajobs_2025.csv,5670,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5676,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5701,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5724,Hobart Region
extracted_desc_adzuna_datajobs_2025.csv,5728,Tasmania
extracted_desc_adzuna_datajobs_2025.csv,5734,Darwin Region
extracted_desc_adzuna_datajobs_2025.csv,5735,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5737,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5744,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5756,Noarlunga Centre
extracted_desc_adzuna_datajobs_2025.csv,5757,Cairns Region
extracted_desc_adzuna_datajobs_2025.csv,5775,Parramatta Area
extracted_desc_adzuna_datajobs_2025.csv,5777,Newham
extracted_desc_adzuna_datajobs_2025.csv,5782,Pallara
extracted_desc_adzuna_datajobs_2025.csv,5793,Port Botany
extracted_desc_adzuna_datajobs_2025.csv,5795,Bunglegumbie
extracted_desc_adzuna_datajobs_2025.csv,5796,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5798,Bunglegumbie
extracted_desc_adzuna_datajobs_2025.csv,5808,Essendon Fields
extracted_desc_adzuna_datajobs_2025.csv,5815,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5817,Wollongong Area
